NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB,Lat_decimal,Long_decimal
LD1 - Lagoa de Disposição 01,Alcoa World Alumina Brasil Ltda.,06.167.730/0001-68,"-02º30'02,500""","-56º10'00,500""",Sul do Equador,PA,JURUTI,Bauxita Grau Não Metalúrgico,24.00,"2,879,251.38",Baixa,Média,C,Sim,-2.50069444444444,-56.1668055555556
LD2 - Lagoa de Disposição 02,Alcoa World Alumina Brasil Ltda.,06.167.730/0001-68,"-02º29'47,800""","-56º10'25,700""",Sul do Equador,PA,JURUTI,Bauxita Grau Não Metalúrgico,24.00,"3,037,180.56",Baixa,Média,C,Sim,-2.49661111111111,-56.1738055555556
LD3 - Lagoa de Disposição 03,Alcoa World Alumina Brasil Ltda.,06.167.730/0001-68,"-02º29'45,200""","-56º11'16,840""",Sul do Equador,PA,JURUTI,Bauxita Grau Não Metalúrgico,14.80,"4,356,851.57",Baixa,Média,C,Sim,-2.49588888888889,-56.1880111111111
LE - Lagoa de Espessamento,Alcoa World Alumina Brasil Ltda.,06.167.730/0001-68,"-02º30'18,000""","-56º10'32,800""",Sul do Equador,PA,JURUTI,Bauxita Grau Não Metalúrgico,11.50,"4,269,081.35",Baixa,Média,C,Sim,-2505,-56.1757777777778
Pera Jusante,Vale S A Filial: Vale Carajas,33.592.510/0370-74,"-06º02'49,900""","-50º08'34,500""",Sul do Equador,PA,PARAUAPEBAS,Minério de Ferro,51.00,"4,249,278.83",Baixa,Alta,B,Sim,-6.04719444444444,-50.1429166666667
Pera Montante,Vale S A Filial: Vale Carajas,33.592.510/0370-74,"-06º03'24,600""","-50º08'37,600""",Sul do Equador,PA,PARAUAPEBAS,Minério de Ferro,30.00,"641,566.00",Baixa,Baixa,E,Sim,-6.05683333333333,-50.1437777777778
PONDES DE REJEITOS DO IGARAPÉ BAHIA,Vale S A Filial: Vale Minas Gerais,33.592.510/0217-47,"-06º02'33,300""","-50º34'49,900""",Sul do Equador,PA,PARAUAPEBAS,Minério de Ouro Primário,25.00,"12,000,000.00",Média,Alta,B,Sim,-6.04258333333333,-50.5805277777778
RP1,Mineração Paragominas S.A.,12.094.570/0004-10,"-03º15'33,857""","-47º45'28,375""",Sul do Equador,PA,PARAGOMINAS,Bauxita Grau Metalúrgico,13.50,"11,626,208.00",Baixa,Alta,B,Sim,-3.25940472222222,-47.7578819444444
SP1,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'58,500""","-56º25'05,400""",Sul do Equador,PA,ORIXIMINÁ,Argila,15.00,"1,470,000.00",Baixa,Média,C,Sim,-1.68291666666667,-56.4181666666667
SP10,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'00,600""","-56º27'09,600""",Sul do Equador,PA,ORIXIMINÁ,Argila,16.00,"7,300,000.00",Baixa,Média,C,Sim,-1.6835,-56.4526666666667
SP11,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'57,500""","-56º27'47,800""",Sul do Equador,PA,ORIXIMINÁ,Argila,16.00,"5,400,000.00",Baixa,Média,C,Sim,-1.68263888888889,-56.4632777777778
SP12,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'14,300""","-56º28'05,700""",Sul do Equador,PA,ORIXIMINÁ,Argila,15.00,"3,600,000.00",Baixa,Média,C,Sim,-1.68730555555556,-56.46825
SP13,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'34,600""","-56º28'02,300""",Sul do Equador,PA,ORIXIMINÁ,Argila,15.00,"2,298,321.00",Baixa,Média,C,Sim,-1.69294444444444,-56.4673055555556
SP14,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'55,500""","-56º28'13,000""",Sul do Equador,PA,ORIXIMINÁ,Argila,15.00,"2,200,000.00",Baixa,Média,C,Sim,-1.69875,-56.4702777777778
SP15,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'59,600""","-56º28'31,500""",Sul do Equador,PA,ORIXIMINÁ,Argila,20.00,"1,700,000.00",Baixa,Média,C,Sim,-1.69988888888889,-56.4754166666667
SP16,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'38,000""","-56º28'34,000""",Sul do Equador,PA,ORIXIMINÁ,Argila,20.00,"8,900,000.00",Baixa,Média,C,Sim,-1.69388888888889,-56.4761111111111
SP2_3,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'04,900""","-56º24'13,300""",Sul do Equador,PA,ORIXIMINÁ,Argila,20.00,"4,900,000.00",Baixa,Média,C,Sim,-1.68469444444444,-56.4036944444444
SP4 Norte,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'05,300""","-56º25'37,400""",Sul do Equador,PA,ORIXIMINÁ,Argila,19.00,"7,107,205.40",Baixa,Média,C,Sim,-1.68480555555556,-56.4270555555556
SP4 Sul,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'26,200""","-56º25'37,100""",Sul do Equador,PA,ORIXIMINÁ,Argila,19.00,"5,455,557.30",Baixa,Média,C,Sim,-1.69061111111111,-56.4269722222222
SP5 Leste,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'57,700""","-56º26'07,500""",Sul do Equador,PA,ORIXIMINÁ,Argila,19.00,"6,994,486.60",Baixa,Média,C,Sim,-1.68269444444444,-56.4354166666667
SP5 Oeste,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'58,200""","-56º26'40,400""",Sul do Equador,PA,ORIXIMINÁ,Argila,19.00,"9,274,798.90",Baixa,Média,C,Sim,-1.68283333333333,-56.4445555555556
SP6,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'34,800""","-56º25'27,400""",Sul do Equador,PA,ORIXIMINÁ,Argila,12.00,"712,790.00",Baixa,Média,C,Sim,-1.67633333333333,-56.4242777777778
SP7A,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'17,600""","-56º26'03,100""",Sul do Equador,PA,ORIXIMINÁ,Argila,19.00,"4,300,000.00",Baixa,Média,C,Sim,-1.67155555555556,-56.4341944444444
SP7B,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'11,000""","-56º26'24,300""",Sul do Equador,PA,ORIXIMINÁ,Argila,16.00,"5,843,082.80",Baixa,Média,C,Sim,-1.66972222222222,-56.4400833333333
SP7C,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'10,900""","-56º26'41,600""",Sul do Equador,PA,ORIXIMINÁ,Argila,16.00,"8,200,000.00",Baixa,Média,C,Sim,-1.66969444444444,-56.4448888888889
SP8,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'24,500""","-56º27'10,100""",Sul do Equador,PA,ORIXIMINÁ,Argila,16.00,"11,900,000.00",Baixa,Média,C,Sim,-1.67347222222222,-56.4528055555556
SP9,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'29,700""","-56º27'39,300""",Sul do Equador,PA,ORIXIMINÁ,Argila,10.00,"8,200,000.00",Baixa,Média,C,Sim,-1.67491666666667,-56.4609166666667
SP9A,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'06,700""","-56º27'44,100""",Sul do Equador,PA,ORIXIMINÁ,Argila,8.00,"2,480,789.20",Baixa,Média,C,Sim,-1.66852777777778,-56.46225
TP1,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'54,400""","-56º24'39,900""",Sul do Equador,PA,ORIXIMINÁ,Argila,15.00,"8,500,000.00",Baixa,Alta,B,Sim,-1.68177777777778,-56.4110833333333
TP2,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º40'35,400""","-56º26'16,800""",Sul do Equador,PA,ORIXIMINÁ,Argila,15.00,"8,956,085.00",Baixa,Alta,B,Sim,-1.6765,-56438
TP3,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º41'16,000""","-56º28'21,000""",Sul do Equador,PA,ORIXIMINÁ,Argila,22.00,"5,390,783.00",Baixa,Média,C,Sim,-1.68777777777778,-56.4725
Bacia de Decantação Final No Bota Fora,Mineração Nossa Senhora do Carmo Ltda,83.647.750/0001-87,"-24º44'54,630""","-49º11'16,070""",Sul do Equador,PR,CERRO AZUL,Fluorita,22.00,"226,035.00",Média,Média,C,Sim,-24.7485083333333,-49.1877972222222
BARRAGEM SUL OU TANQUE VELHO,Mineração Tabiporã Ltda,79.066.841/0001-51,"-25º22'13,821""","-49º41'27,099""",Sul do Equador,PR,CAMPO LARGO,Minério de Ouro Primário,25.00,"302,000.00",Baixa,Média,C,Sim,-25.3705058333333,-49.6908608333333
Pinheirinho,Mineração Nossa Senhora do Carmo Ltda,83.647.750/0001-87,"-24º44'52,790""","-49º11'40,930""",Sul do Equador,PR,CERRO AZUL,Fluorita,13.50,"672,408.00",Média,Média,C,Sim,-24.7479972222222,-49.1947027777778
BARRAGEM DE REJEITOS,Cimento Tupi S.a.,33.039.223/0001-11,"-22º27'18,200""","-44º17'10,300""",Sul do Equador,RJ,QUATIS,Argila Arenosa,19.00,"204,000.00",Baixa,Alta,B,Sim,-22.4550555555556,-44.2861944444444
CA01,Metalmig Mineração Indústria e Comércio S A,34.456.038/0001-95,"-09º25'54,500""","-63º03'19,900""",Sul do Equador,RO,ITAPUÃ DO OESTE,Aluvião Estanífero,5.00,"105,000.00",Média,Alta,B,Sim,-9.43180555555555,-63.0555277777778
CA02,Metalmig Mineração Indústria e Comércio S A,34.456.038/0001-95,"-09º25'53,900""","-63º03'19,900""",Sul do Equador,RO,ITAPUÃ DO OESTE,Areia,5.00,"60,000.00",Média,Alta,B,Sim,-9.43163888888889,-63.0555277777778
Igarapé Mutum,Cooperativa de Garimpeiros de Santa Cruz Ltda,34.726.547/0001-90,"-09º45'55,465""","-63º31'12,111""",Sul do Equador,RO,ARIQUEMES,Aluvião Estanífero,5.00,"10,699,776.00",Média,Média,C,Sim,-9.76540694444445,-63.5200308333333
Jacaré Inferior,Cooperativa de Garimpeiros de Santa Cruz Ltda,34.726.547/0001-90,"-09º47'16,100""","-63º34'30,600""",Sul do Equador,RO,ARIQUEMES,Aluvião Estanífero,8.00,"3,595,017.00",Média,Média,C,Sim,-9.78780555555556,-63.5751666666667
Jacaré Medio,Cooperativa de Garimpeiros de Santa Cruz Ltda,34.726.547/0001-90,"-09º47'43,800""","-63º33'55,000""",Sul do Equador,RO,ARIQUEMES,Aluvião Estanífero,8.00,"3,020,623.00",Média,Alta,B,Sim,-9.7955,-63.5652777777778
Jacaré Superior,Cooperativa de Garimpeiros de Santa Cruz Ltda,34.726.547/0001-90,"-09º49'01,200""","-63º33'11,500""",Sul do Equador,RO,ARIQUEMES,Aluvião Estanífero,10.00,"9,170,673.00",Média,Média,C,Sim,-9817,-63.5531944444444
PIT-01,Estanho de Rondonia S A,00.684.808/0001-35,"-09º12'57,800""","-63º04'33,600""",Sul do Equador,RO,ITAPUÃ DO OESTE,Aluvião Estanífero,14.30,"462,588.80",Baixa,Alta,B,Sim,-9.21605555555555,-63076
Rio Santa Cruz,Cooperativa de Garimpeiros de Santa Cruz Ltda,34.726.547/0001-90,"-09º45'57,100""","-63º34'06,900""",Sul do Equador,RO,ARIQUEMES,Aluvião Estanífero,10.00,"3,755,613.00",Média,Média,C,Sim,-9.76586111111111,-63.5685833333333
Taboquinha 01 - Crente,Estanho de Rondonia S A,00.684.808/0001-35,"-09º11'54,200""","-63º04'49,000""",Sul do Equador,RO,ITAPUÃ DO OESTE,Aluvião Estanífero,18.00,"435,000.00",Baixa,Média,C,Sim,-9.19838888888889,-63.0802777777778
Taboquinha 02 - Serra Azul,Estanho de Rondonia S A,00.684.808/0001-35,"-09º12'15,700""","-63º05'04,400""",Sul do Equador,RO,ITAPUÃ DO OESTE,Aluvião Estanífero,18.00,"87,000.00",Baixa,Média,C,Sim,-9.20436111111111,-63.0845555555556
Taboquinha 03,Estanho de Rondonia S A,00.684.808/0001-35,"-09º12'19,954""","-63º05'01,035""",Sul do Equador,RO,ITAPUÃ DO OESTE,Aluvião Estanífero,15.00,"194,900.00",Média,Média,C,Sim,-9.20554277777778,-63.0836208333333
Taboquinha 04,Estanho de Rondonia S A,00.684.808/0001-35,"-09º12'39,100""","-63º05'11,000""",Sul do Equador,RO,ITAPUÃ DO OESTE,Aluvião Estanífero,20.00,"145,193.15",Média,Média,C,Sim,-9.21086111111111,-63.0863888888889
Bacia de Finos da Mina do Cerro,Copelmi Mineração Ltda,33.059.528/0001-95,"-30º23'10,327""","-53º02'37,439""",Sul do Equador,RS,CACHOEIRA DO SUL,Carvão Mineral,10.00,"534,000.00",Média,Média,C,Sim,-30.3862019444444,-53.0437330555556
Bacia de Finos da Mina do Recreio,Copelmi Mineração Ltda,33.059.528/0001-95,"-30º08'44,381""","-52º00'13,591""",Sul do Equador,RS,BUTIÁ,Carvão Mineral,20.00,"2,371,167.00",Média,Alta,B,Sim,-30.1456613888889,-52.0037752777778
P1-1,Companhia Riograndense de Mineração,92.724.145/0001-53,"-30º07'51,700""","-52º03'07,000""",Sul do Equador,RS,MINAS DO LEÃO,Carvão Mineral,3.00,"17,250.00",Média,Média,C,Sim,-30.1310277777778,-52.0519444444444
Bacia A,Carbonifera Metropolitana Sa,83.647.917/0001-00,"-28º29'31,600""","-49º27'37,000""",Sul do Equador,SC,TREVISO,Carvão Mineral Camada Bonito,5.30,"14,679.90",Baixa,Alta,B,Sim,-28.4921111111111,-49.4602777777778
Bacia B,Carbonifera Metropolitana Sa,83.647.917/0001-00,"-28º29'38,900""","-49º27'36,100""",Sul do Equador,SC,TREVISO,Carvão Mineral Camada Bonito,6.50,"14,368.00",Baixa,Alta,B,Sim,-28.4941388888889,-49.4600277777778
Bacia de Acumulação 01,Carbonífera Siderópolis Ltda.,83.852.137/0001-00,"-28º27'13,000""","-49º22'13,000""",Sul do Equador,SC,URUSSANGA,Carvão Mineral Camada Barro Branco,7.10,"500,000.00",Média,Média,C,Sim,-28.4536111111111,-49.3702777777778
BACIA DE DECANTAÇÃO DA USINA RIO FIORITA,Gabriella Mineração Ltda,07.105.967/0001-87,"-28º34'38,200""","-49º26'31,900""",Sul do Equador,SC,SIDERÓPOLIS,Carvão Mineral,3.50,"35,742.00",Baixa,Média,C,Sim,-28.5772777777778,-49.4421944444444
Barragem Cruz de Malta,Indústria Carbonífera Rio Deserto Ltda,83.286.500/0001-69,"-28º28'23,000""","-49º27'29,000""",Sul do Equador,SC,TREVISO,Carvão Mineral Camada Bonito,27.00,"70,831.00",Baixa,Alta,B,Sim,-28.4730555555556,-49.4580555555556
Barragem Lauro Muller,Carbonífera Belluno Ltda.,83.163.576/0001-05,"-28º24'34,600""","-49º25'39,900""",Sul do Equador,SC,LAURO MÜLLER,Carvão Mineral Camada Bonito,20.00,"150,000.00",Média,Alta,B,Sim,-28.4096111111111,-49.42775
Barragem Rio Fiorita,Carbonífera Belluno Ltda.,83.163.576/0001-05,"-28º35'12,667""","-49º26'35,575""",Sul do Equador,SC,SIDERÓPOLIS,Carvão Mineral,10.00,"527,420.00",Média,Alta,B,Sim,-28.5868519444444,-49.4432152777778
BOA VISTA,Carbonífera Catarinense Ltda,80.418.205/0001-20,"-28º23'24,000""","-49º25'20,000""",Sul do Equador,SC,LAURO MÜLLER,Carvão Mineral Camada Bonito,35.00,"63,469.61",Baixa,Alta,B,Sim,-28.39,-49.4222222222222
NOVO HORIZONTE,Carbonífera Catarinense Ltda,80.418.205/0001-20,"-28º23'34,190""","-49º27'53,610""",Sul do Equador,SC,LAURO MÜLLER,Carvão Mineral Camada Barro Branco,13.00,"64,629.25",Baixa,Alta,B,Sim,-28.3928305555556,-49.4648916666667
Dique de Contenção de Salmoura,Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras,33.931.486/0033-18,"-10º39'28,100""","-37º01'47,400""",Sul do Equador,SE,ROSÁRIO DO CATETE,Silvanita,4.00,"19,432.23",Baixa,Média,C,Sim,-10.6578055555556,-37.0298333333333
Dique de Resíduos Insóluveis,Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras,33.931.486/0033-18,"-10º39'26,400""","-37º01'52,500""",Sul do Equador,SE,ROSÁRIO DO CATETE,Silvanita,5.50,"32,842.96",Baixa,Média,C,Sim,-10.6573333333333,-37.03125
11 - DES,Mineração Jundu Ltda.,60.628.468/0001-57,"-21º57'17,062""","-47º36'48,014""",Sul do Equador,SP,DESCALVADO,Argila,15.00,"1,500,000.00",Baixa,Baixa,E,Sim,-21.9547394444444,-47.6133372222222
12 - DES,Mineração Jundu Ltda.,60.628.468/0001-57,"-21º57'06,006""","-47º36'47,022""",Sul do Equador,SP,DESCALVADO,Argila,15.00,"577,840.39",Baixa,Baixa,E,Sim,-21.9516683333333,-47.6130616666667
BACIA DE DECANTAÇÃO - PLANTA I,Geocal Mineração Ltda,00.255.910/0001-15,"-23º24'04,442""","-46º55'09,256""",Sul do Equador,SP,SANTANA DE PARNAÍBA,Calcário Dolomítico,20.00,"8,500.00",Média,Baixa,D,Sim,-23.4012338888889,-46.9192377777778
Barragem B12,Mosaic Fertilizantes P&K S.A. Filial: Cajati,33.931.486/0005-64,"-24º43'00,000""","-48º06'00,000""",Sul do Equador,SP,CAJATI,Rocha Carbonática,13.50,"3,200,000.00",Baixa,Alta,B,Sim,-24.7166666666667,-48.1
BARRAGEM DE CLARIFICAÇÃO,Territorial São Paulo Mineração Ltda,60.874.229/0001-87,"-23º25'14,000""","-46º44'09,800""",Sul do Equador,SP,SÃO PAULO,Argila,25.00,"659,323.59",Média,Alta,B,Sim,-23.4205555555556,-46.7360555555556
Barragem de Sedimentos da Pedreira Itapeti - BA1,Embu S.a Engenharia e Comércio,61.322.558/0001-88,"-23º29'49,800""","-46º14'38,000""",Sul do Equador,SP,MOGI DAS CRUZES,Granito,27.36,"375,000.00",Baixa,Alta,B,Sim,-23.4971666666667,-46.2438888888889
Barragem de Sedimentos da Pedreira Itapeti - BA2,Embu S.a Engenharia e Comércio,61.322.558/0001-88,"-23º29'47,900""","-46º14'50,400""",Sul do Equador,SP,MOGI DAS CRUZES,Granito,9.64,"154,433.29",Baixa,Alta,B,Sim,-23.4966388888889,-46.2473333333333
Barragem de Sedimentos da Pedreira Juruaçu - BA4,Embu S.a Engenharia e Comércio,61.322.558/0001-88,"-23º24'34,400""","-46º43'52,400""",Sul do Equador,SP,SÃO PAULO,Granito,45.00,"3,190,000.00",Baixa,Alta,B,Sim,-23.4095555555556,-46.7312222222222
Bom Retiro 2,MINERAÇÃO BOM RETIRO LTDA.,56.763.790/0001-11,"-22º11'15,000""","-47º27'20,000""",Sul do Equador,SP,LEME,Argila,23.58,"1,800,000.00",Baixa,Média,C,Sim,-22.1875,-47.4555555555556
CIMPOR,Mosaic Fertilizantes P&K S.A. Filial: Cajati,33.931.486/0005-64,"-24º42'25,000""","-48º06'54,000""",Sul do Equador,SP,CAJATI,Rocha Carbonática,60.00,"6,340,000.00",Baixa,Alta,B,Sim,-24.7069444444444,-48115
Dique 1 (Barragem 2 -Britagem),PEDREIRA SARGON LTDA,60.101.300/0001-99,"-23º21'20,600""","-46º16'58,500""",Sul do Equador,SP,SANTA ISABEL,Argila,14.00,"74,135.00",Média,Média,C,Sim,-23.3557222222222,-46.2829166666667
Dique 3 (Barragem 1 - Portaria),PEDREIRA SARGON LTDA,60.101.300/0001-99,"-23º21'23,900""","-46º17'05,800""",Sul do Equador,SP,SANTA ISABEL,Argila,20.00,"170,000.00",Média,Média,C,Sim,-23.3566388888889,-46.2849444444444
Guará 3,Extração de Areia e Pedregulho Cachoeira Ltda.,45.600.327/0001-32,"-23º23'20,500""","-46º08'07,200""",Sul do Equador,SP,GUARAREMA,Argila,18.00,"735,000.00",Baixa,Baixa,E,Sim,-23.3890277777778,-46.1353333333333
ITAPEVA,Samaca Ferros Ltda,16.682.218/0001-03,"-24º15'13,500""","-48º54'57,500""",Sul do Equador,SP,RIBEIRÃO BRANCO,Minério de Estanho Primário,20.00,"260,000.00",Média,Baixa,D,Sim,-24.25375,-48.9159722222222
JBS1,EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP,47.354.774/0001-84,"-23º23'50,400""","-46º11'41,600""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,12.00,"331,920.00",Média,Média,C,Sim,-23.3973333333333,-46.1948888888889
Lagoa 1,Mineração Darcy R. O. e Silva Ltda,45.369.188/0001-88,"-21º25'58,030""","-47º36'47,670""",Sul do Equador,SP,SÃO SIMÃO,Argila Caulinítica,5.00,"271,000.00",Baixa,Média,C,Sim,-21.4327861111111,-47.6132416666667
Lagoa 2,Mineração Darcy R. O. e Silva Ltda,45.369.188/0001-88,"-21º25'49,220""","-47º36'47,000""",Sul do Equador,SP,SÃO SIMÃO,Argila Caulinítica,5.00,"112,000.00",Média,Média,C,Sim,-21.4303388888889,-47.6130555555556
MBR II SUL,Mineracao Bom Retiro II Ltda,68.870.385/0001-81,"-23º47'17,500""","-47º07'17,400""",Sul do Equador,SP,IBIÚNA,Areia,14.04,"157,070.50",Baixa,Média,C,Sim,-23.7881944444444,-47.1215
MD 01/2012,Mineração Descalvado Ltda,54.114.475/0001-38,"-21º57'20,600""","-47º37'05,800""",Sul do Equador,SP,DESCALVADO,Areia Industrial,25.00,"921,154.70",Baixa,Baixa,E,Sim,-21.9557222222222,-47.6182777777778
OURO BRANCO OESTE,MINERAÇÃO OURO BRANCO SALTO DE PIRAPORA LTDA ME,72.911.985/0001-18,"-23º39'43,200""","-47º39'59,900""",Sul do Equador,SP,SALTO DE PIRAPORA,Argila,3.00,"399,000.00",Média,Alta,B,Sim,-23662,-47.6666388888889
BARRAGEM DE CONTENÇÃO DE REJEITOS,Itafos Arraias Mineração e Fertilizantes S.a.,05.919.578/0001-60,"-12º53'44,948""","-46º49'05,224""",Sul do Equador,TO,ARRAIAS,Fosfato,20.00,"4,136,059.54",Baixa,Alta,B,Sim,-12.8958188888889,-46.8181177777778
22,Mineração Taboca S.a.,34.019.992/0001-10,"-00º44'19,100""","-60º10'02,600""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,6.00,"56,519.00",,,,Não,0.738638888888889,-60.1673888888889
42,Mineração Taboca S.a.,34.019.992/0001-10,"-00º43'24,700""","-60º11'48,200""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,4.90,"130,979.00",,,,Não,0.723527777777778,-60.1967222222222
69,Mineração Taboca S.a.,34.019.992/0001-10,"-00º44'35,500""","-60º12'05,100""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,5.00,"84,941.00",,,,Não,0.743194444444444,-60.2014166666667
189,Mineração Taboca S.a.,34.019.992/0001-10,"-00º47'22,400""","-60º00'46,900""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,5.00,"209,969.00",,,,Não,0.789555555555556,-60.0130277777778
1-30,Mineração Taboca S.a.,34.019.992/0001-10,"-00º42'25,600""","-60º11'33,100""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,8.00,"1,320.09",,,,Não,0.707111111111111,-60.1925277777778
68-1,Mineração Taboca S.a.,34.019.992/0001-10,"-00º44'25,500""","-60º12'05,100""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,6.00,"3,752.00",,,,Não,0.740416666666667,-60.2014166666667
75-1,Mineração Taboca S.a.,34.019.992/0001-10,"-00º45'41,600""","-60º12'21,500""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,4.00,"75,522.00",,,,Não,0.761555555555556,-60.2059722222222
Bacuri,Mineração Vila Nova Ltda,02.008.461/0001-36,"00º22'46,200""","-51º43'22,000""",Norte do Equador,AP,MAZAGÃO,Minério de Cromo,5.00,"650,000.00",,,,Não,0.3795,-51.7227777777778
BARRAGEM DA USINA,Empresa de Mineração e Pesquisa do Amapá,14.572.101/0001-41,"02º19'16,300""","-51º41'26,100""",Norte do Equador,AP,CALÇOENE,Minério de Ouro Primário,10.00,"80,000.00",,,,Não,1.67880555555556,-51.6905833333333
Barragem de Clarificação de Água,Zamapá Mineração S.a.,05.857.559/0001-56,"01º00'07,100""","-51º07'44,000""",Norte do Equador,AP,FERREIRA GOMES,Minério de Ferro,8.00,"42,000.00",,,,Não,0.998027777777778,-51.1288888888889
Barragem do Felipe,Cadam S.a.,04.788.980/0001-90,"-00º52'56,800""","-52º22'50,100""",Sul do Equador,AP,VITÓRIA DO JARI,Caulim,13.00,"245,418.00",,,,Não,0.882444444444445,-52.3805833333333
Barragem do Muriacá,Cadam S.a.,04.788.980/0001-90,"-00º53'37,200""","-52º21'50,700""",Sul do Equador,AP,VITÓRIA DO JARI,Caulim,10.00,"52,000.00",,,,Não,0.893666666666667,-52.3640833333333
REJEITO USINA,AM Amapa Mineração Ltda,06.170.253/0001-90,"02º17'09,000""","-51º38'00,000""",Norte do Equador,AP,CALÇOENE,Minério de Ouro Primário,5.00,"82,000.00",,,,Não,1.71416666666667,-51.6333333333333
SAMACA,Mineração Vila Nova Ltda,02.008.461/0001-36,"00º21'05,800""","-51º50'16,300""",Norte do Equador,AP,MAZAGÃO,Minério de Ferro,9.00,"700,000.00",,,,Não,0.351611111111111,-51.8378611111111
BACIA DE SEDIMENTO DA USINA DE TRATAMENTO,Magnesita Mineração S.a.,00.592.603/0001-20,"-14º14'01,600""","-41º43'10,900""",Sul do Equador,BA,BRUMADO,Magnesita,4.78,"52,912.30",,,,Não,-14.2337777777778,-41.7196944444444
BARAÚNA - PBC1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'28,981""","-39º52'13,796""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"12,200.00",,,,Não,-9.87471694444445,-39.8704988888889
BARAÚNA - PBC2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'25,971""","-39º52'14,321""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"12,000.00",,,,Não,-9.87388083333333,-39.8706447222222
BARAÚNA - PBC3,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'29,837""","-39º52'17,659""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"8,500.00",,,,Não,-9.87495472222222,-39.8715719444444
BARRAGEM DE DEPOSIÇÃO DE LAMA,XILOLITE S/A,62.477.088/0001-94,"-14º05'52,550""","-41º41'21,140""",Sul do Equador,BA,BRUMADO,Argila,7.00,"60,277.00",,,,Não,-14.0979305555556,-41.6892055555556
Barragem de Rejeitos de Irecê,Companhia Baiana de Pesquisa Mineral,13.554.910/0001-68,"-11º18'43,000""","-41º50'22,000""",Sul do Equador,BA,IRECÊ,Fosfato,4.00,"235,467.89",,,,Não,-11.3119444444444,-41.8394444444444
Barragem Santa Helena,Companhia Brasileira de Bentonita Ltda,04.885.978/0001-39,"-14º48'40,373""","-41º00'17,917""",Sul do Equador,BA,VITÓRIA DA CONQUISTA,Bentonita,14.00,"7,500.00",,,,Não,-14.8112147222222,-41.0049769444444
BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BII,Magnesita Mineração S.a. Filial: FAZENDA PEDRAS PRETAS,00.592.603/0004-72,"-11º15'36,450""","-39º21'27,250""",Sul do Equador,BA,SANTALUZ,Cromita,2.00,875.00,,,,Não,-11.260125,-39.3575694444444
